timestamp,equity,cash,positions_value,sma_10,sma_20,sma_50,ema_10,ema_20,momentum_10,momentum_20,roc_10,volatility_10,volatility_20,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,bb_width,peak_equity,drawdown_pct,underwater_time,is_profitable,profit_streak
2025-09-25 19:12:50.657577,10000.0,10000.0,0.0,,,,10000.0,10000.0,,,,,,,0.0,0.0,0.0,,,,,10000.0,0.0,0,0,0
2025-09-25 20:12:50.657577,9999.746529425296,9746.275954721685,253.4705747036112,,,,9999.953914440963,9999.975859945267,,,,,,,-0.020219874906615587,-0.004043974981323118,-0.016175899925292468,,,,,10000.0,-0.00253470574703897,1,0,0
2025-09-25 21:12:50.657577,10000.751098166042,9746.275954721685,254.47514344435618,,,,10000.09885693643,10000.04969215677,,,,,,,0.04430530641002406,0.0056258812969463175,0.038679425113077745,,,,,10000.751098166042,0.0,0,1,1
2025-09-25 22:12:50.657577,10000.492376153983,9746.275954721685,254.21642143229897,,,,10000.170405885077,10000.091852537456,,,,,,,0.07371552663425973,0.019243810364409003,0.05447171626985073,,,,,10000.751098166042,-0.0025870258095515926,1,0,0
2025-09-25 23:12:50.657577,9993.201050517617,9746.275954721685,246.92509579593283,,,,9998.90325036372,9999.435585678424,,,,,,,-0.48572655132193177,-0.08175026197285916,-0.4039762893490726,,,,,10000.751098166042,-0.07549480608320931,2,0,0
2025-09-26 00:12:50.657577,9993.12753890867,9746.275954721685,246.85158418698416,,,,9997.853121008256,9998.8348193194,,,,,,,-0.924364700278602,-0.25027314963400776,-0.6740915506445941,,,,,10000.751098166042,-0.07622986696239377,3,0,0
2025-09-26 01:12:50.657577,9993.375242908185,9746.275954721685,247.0992881865007,,,,9997.038961353697,9998.314859661188,,,,,,,-1.237733133828442,-0.44776514647289467,-0.7899679873555474,,,,,10000.751098166042,-0.0737530130032846,4,1,1
2025-09-26 02:12:50.657577,10002.529933426396,9746.275954721685,256.2539787047113,,,,9998.03731991237,9998.716295257875,,,,,,,-0.7388557896156271,-0.5059832751014411,-0.232872514514186,,,,,10002.529933426396,0.0,0,1,2
2025-09-26 03:12:50.657577,10001.816159885677,9746.275954721685,255.5402051639921,,,,9998.724381725697,9999.011520460523,,,,,,,-0.3965166623293044,-0.4840899525470138,0.08757329021770943,,,,,10002.529933426396,-0.0071359300643957435,1,0,0
2025-09-26 04:12:50.657577,10002.997575952091,9746.275954721685,256.7216212304073,9998.803750534396,,,9999.501326130496,9999.391144793051,,,,,,,-0.029539521266997326,-0.39317986629101054,0.3636403450240132,,,,,10002.997575952091,0.0,0,1,1
2025-09-26 05:12:50.657577,10002.889579187298,9746.275954721685,256.61362446561276,9999.092708453125,,,10000.117372140823,9999.724329021075,2.8895791872982954,,0.028895791872973753,0.0019277777909935615,,,0.24969968802724907,-0.2646039554273586,0.5143036434546077,,,,,10002.997575952091,-0.0010796440164351033,1,0,0
2025-09-26 06:12:50.657577,9998.41675994374,9746.275954721685,252.14080522205572,9998.95973150497,,,9999.808169923172,9999.599798632758,-1.3297694815555587,,-0.013298031881536776,0.002065311084679357,,,0.10882517231402744,-0.1899181298790814,0.29874330219310885,,,,,10002.997575952091,-0.04579443285444025,2,0,0
2025-09-26 07:12:50.657577,10002.764257994431,9746.275954721685,256.4883032727472,9999.161047487809,,,10000.345640481582,9999.901175714822,2.013159828389689,,0.02013008631680524,0.002176358702725559,,,0.3440221891469264,-0.08313006607387985,0.42715225522080624,,,,,10002.997575952091,-0.0023324803978839806,3,1,1
2025-09-26 08:12:50.657577,10005.682837240687,9746.275954721685,259.4068825190029,9999.68009359648,,,10001.316039892328,10000.451810145856,5.19046108670409,,0.05190205533360803,0.00221373431771504,,58.872203450960455,0.7571940118486964,0.0849347495106354,0.672259262338061,,,,,10005.682837240687,0.0,0,1,2
2025-09-26 09:12:50.657577,9989.762151791665,9989.762151791665,0.0,9999.336203723884,,,9999.215332964935,9999.433747445457,-3.4388987259517307,,-0.034412384065596324,0.0032055210298305046,,39.32373334684572,-0.19775105190456088,0.028397589227596137,-0.22614864113215702,,,,,10005.682837240687,-0.15911643121213154,1,0,0
2025-09-26 10:12:50.657577,9989.762151791665,9989.762151791665,0.0,9998.999665012183,,,9997.496572751614,9998.512643097478,-3.365387117004502,,-0.03367701556795666,0.0032057057075941696,,39.53272310426404,-0.9436738106651319,-0.1660166907509495,-0.7776571199141824,,,,,10005.682837240687,-0.15911643121213154,2,0,0
2025-09-26 11:12:50.657577,9989.497788173567,9725.134170074227,264.3636180993396,9998.611919538722,,,9996.042248282878,9997.654085485678,-3.877454734618368,,-0.038800251570358935,0.0032042040810015726,,38.01643192177175,-1.53842094663014,-0.44049754192678764,-1.0979234047033524,,,,,10005.682837240687,-0.16175856591096827,3,0,0
2025-09-26 12:12:50.657577,9983.965248250433,9725.134170074227,258.8310781762069,9996.755451021125,,,9993.84643009516,9996.350386701368,-18.56468517596295,,-0.18559989622148887,0.002822789002091449,,34.17757253107483,-2.428201278398774,-0.8380382892211848,-1.590162989177589,,,,,10005.682837240687,-0.21705254247538067,4,0,0
2025-09-26 21:12:50.657577,9977.281668166675,9725.134170074227,252.14749809244884,9994.302001849226,,,9990.83465519907,9994.534318269492,-24.53449171900138,,-0.24530036672141264,0.0029089828079742496,,34.57996707728557,-3.6308138951153524,-1.3965934104000184,-2.234220484715334,,,,,10005.682837240687,-0.283850383187281,5,0,0
2025-09-26 22:12:50.657577,9979.098110113988,9725.134170074227,253.96394003976076,9991.912055265415,9995.357902899905,,9988.700737910873,9993.064203207065,-23.899465838103424,,-0.23892303938530812,0.0029318862951907996,,36.85449801366229,-4.386753608767322,-1.9946254500734792,-2.3921281586938425,10011.944252982456,9995.357902899905,9978.771552817354,33.17270016510156,10005.682837240687,-0.26569628039529936,6,1,1
2025-09-27 02:12:50.657577,9977.2850415719,9725.134170074227,252.15087149767342,9989.351601503875,9994.222154978499,,9986.625156758331,9991.561425908478,-25.60453761539793,-22.714958428099635,-0.2559714111877498,0.0029082710003051956,0.0025060041406706384,35.3532246088067,-5.073654822435856,-2.6104313245459547,-2.463223497889901,10012.495166871593,9994.222154978499,9975.949143085405,36.546023786188016,10005.682837240687,-0.28381666829465657,7,0,0
2025-09-27 03:12:50.657577,9980.387192789121,9725.134170074227,255.25302271489505,9987.548644788414,9993.254188146693,,9985.4909814912,9990.497213230443,-18.029567154619144,-19.359336636174703,-0.18032422119920177,0.0030107902599707994,0.002547684905110909,27.347539909397867,-5.3065408064449,-3.149653220925744,-2.156887585519156,10012.328488008676,9993.254188146693,9974.17988828471,38.14859972396516,10005.682837240687,-0.2528127751303143,8,1,1
2025-09-27 17:12:50.657577,10004.787877623772,10004.787877623772,0.0,9987.751006751347,9993.456027119577,,9988.999508060759,9991.858228886951,2.0236196293408284,4.036779457730518,0.020230604032511756,0.005035450049185391,0.0037754796003668834,52.04771430337366,-3.482034558601299,-3.2161294884608553,-0.26590507014044373,10012.94526788151,9993.456027119577,9973.966786357643,38.97848152386723,10005.682837240687,-0.008944513147908352,9,1,2
